kind,old_url,old_path,proposed_new_path,action,title,meta_description,h1,word_count,schema_types,decision_note
post,https://hometownpaintingokc.com/how-to-choose-a-fence-stain-color/,/how-to-choose-a-fence-stain-color/,/how-to-choose-a-fence-stain-color/,keep,How To Chooose A Fence Stain Color | 2022 Color Guide,Fence stain comes in a wide variety of colors. How can you know the best option to choose for your home? We have created a handy guide to help you select the perfect shade.,How to choose a fence stain color,1013,BlogPosting;HousePainter;ImageObject;Organization;Person;Place;WebPage;WebSite,Preserve 1:1
post,https://hometownpaintingokc.com/how-to-choose-exterior-paint-colors-for-your-oklahoma-home/,/how-to-choose-exterior-paint-colors-for-your-oklahoma-home/,/how-to-choose-exterior-paint-colors-for-your-oklahoma-home/,keep,How To Choose Exterior Paint Colors For Your Oklahoma Home | House Painters In The OKC Metro,Choosing exterior paint colors can feel overwhelming. Walk into any paint store and you're staring at thousands of options. Add in the fact that this decision,How to Choose Exterior Paint Colors for Your Oklahoma Home,1282,BlogPosting;HousePainter;ImageObject;Organization;Person;Place;WebPage;WebSite,Preserve 1:1
post,https://hometownpaintingokc.com/how-to-choose-the-best-sheen-or-gloss/,/how-to-choose-the-best-sheen-or-gloss/,/how-to-choose-the-best-sheen-or-gloss/,keep,How To Choose The Best Sheen Or Gloss,Choosing the right finish for each type of paint in your home in an important step when planning a paint project. The many options available can seem,How To Choose The Best Sheen Or Gloss,887,BlogPosting;HousePainter;ImageObject;Organization;Person;Place;WebPage;WebSite,Preserve 1:1
post,https://hometownpaintingokc.com/is-spraying-or-rolling-better/,/is-spraying-or-rolling-better/,/is-spraying-or-rolling-better/,keep,Spray Vs. Rolling Exterior Paint | Which Is Better?,"If you're looking to get the best pain job on your home's exterior, should you spray or roll? We will discuss the pros and cons of each.",Spray vs Roll for exterior painting,696,BlogPosting;HousePainter;ImageObject;Organization;Person;Place;WebPage;WebSite,Preserve 1:1
post,https://hometownpaintingokc.com/paint-colors-that-make-your-home-relaxing/,/paint-colors-that-make-your-home-relaxing/,/paint-colors-that-make-your-home-relaxing/,keep,Paint Colors That Make Your Home Relaxing,Choosing the right paint colors can make your home a serene refuge for you and your family. Learn how to choose the best relaxing color palette for your home.,Paint Colors for a Relaxing Home,1194,BlogPosting;HousePainter;ImageObject;Organization;Person;Place;WebPage;WebSite,Preserve 1:1
post,https://hometownpaintingokc.com/painting-metal-siding-on-an-oklahoma-city-shop/,/painting-metal-siding-on-an-oklahoma-city-shop/,/painting-metal-siding-on-an-oklahoma-city-shop/,keep,Painting Metal Siding On An Oklahoma City Shop | House Painters In The OKC Metro,Hi there! We at Hometown Painting LLC recently finished a project that we're really excited to share. It's about painting metal siding on a metal shop,Painting Metal Siding on an Oklahoma City Shop,1059,BlogPosting;HousePainter;ImageObject;Organization;Person;Place;WebPage;WebSite,Preserve 1:1
post,https://hometownpaintingokc.com/should-i-hire-a-fence-staining-pro/,/should-i-hire-a-fence-staining-pro/,/should-i-hire-a-fence-staining-pro/,keep,Should I Hire A Pro To Stain My Fence? Here's Why You Should,"While fence staining is within the ability of many homeowners, there are several ways it could go wrong. A fence staining professional can get perfect results.",Should I hire a professional to stain my fence?,652,BlogPosting;HousePainter;ImageObject;Organization;Person;Place;WebPage;WebSite,Preserve 1:1
post,https://hometownpaintingokc.com/should-i-stain-my-fence/,/should-i-stain-my-fence/,/should-i-stain-my-fence/,keep,Should I Stain My Fence? (Is It Worth It?),Is it woth it to stain your fence? We recommend that every fence should be stained. Find out why below.,Should I Stain My Fence? (Is it worth it?),445,BlogPosting;HousePainter;ImageObject;Organization;Person;Place;WebPage;WebSite,Preserve 1:1
post,https://hometownpaintingokc.com/should-paint-kitchen-cabinets/,/should-paint-kitchen-cabinets/,/should-paint-kitchen-cabinets/,keep,Thinking About Painting Your Cabinets? Read This First,"Painting kitchen cabinets is a great way to update the look of your kitchen. But, there are a few things you should keep in mind before you paint your cabinets.",Should I Have My Kitchen Cabinets Painted?,900,BlogPosting;HousePainter;ImageObject;Organization;Person;Place;WebPage;WebSite,Preserve 1:1
post,https://hometownpaintingokc.com/siding-staining-express-clydesdale-barns/,/siding-staining-express-clydesdale-barns/,/siding-staining-express-clydesdale-barns/,keep,"Siding Staining | Express Clydesdale Barns | Yukon, OK","The Express Clydesdale barns are a landmark in Yukon, OK. Learn how Hometown Painting helped the Express Ranches preserve their history by staining the siding.","Cedar Siding Staining: The Express Clydesdale Barns in Yukon, OK",625,BlogPosting;HousePainter;ImageObject;Organization;Person;Place;VideoObject;WebPage;WebSite,Preserve 1:1
post,https://hometownpaintingokc.com/signs-you-need-exterior-painting-oklahoma/,/signs-you-need-exterior-painting-oklahoma/,/signs-you-need-exterior-painting-oklahoma/,keep,10 Signs You Need Exterior Painting In Oklahoma City,"Clear signs your home needs exterior painting in Oklahoma City. Learn how to spot peeling, fading, cracking, and other issues before damage sets in.",10 Clear Signs It’s Time to Repaint Your Home’s Exterior,923,BlogPosting;HousePainter;ImageObject;Organization;Person;Place;WebPage;WebSite,Preserve 1:1
post,https://hometownpaintingokc.com/the-ultimate-guide-to-fixing-water-stains-on-walls-and-trim/,/the-ultimate-guide-to-fixing-water-stains-on-walls-and-trim/,/the-ultimate-guide-to-fixing-water-stains-on-walls-and-trim/,keep,The Ultimate Guide To Fixing Water Stains On Walls And Trim | House Painters In The OKC Metro,"Water stains can be a nightmare for homeowners. These pesky stains can be unsightly and make a room feel unclean, even if it is spotless. Not to mention, if",The Ultimate Guide to Fixing Water Stains on Walls and Trim,911,BlogPosting;HousePainter;ImageObject;Organization;Person;Place;WebPage;WebSite,Preserve 1:1
post,https://hometownpaintingokc.com/what-is-the-best-outdoor-stain-for-okc/,/what-is-the-best-outdoor-stain-for-okc/,/what-is-the-best-outdoor-stain-for-okc/,keep,What Is The Best Outdoor Stain For OKC?,"If you want to protect your wood fence, deck or siding, you know stain and sealer are great ways to make them last longer. You may be wondering, however,",What Is the Best Outdoor Stain for OKC?,845,BlogPosting;HousePainter;ImageObject;Organization;Person;Place;WebPage;WebSite,Preserve 1:1
post,https://hometownpaintingokc.com/which-paint-should-i-use-on-trim-and-doors/,/which-paint-should-i-use-on-trim-and-doors/,/which-paint-should-i-use-on-trim-and-doors/,keep,Which Paint Should I Use On Trim And Doors?,"Choosing the right paint to go on the woodwork of your home can make a huge difference in the final appearance and durability of the finished product. Smooth,",Which Paint Should I Use On Trim and Doors?,973,BlogPosting;HousePainter;ImageObject;Organization;Person;Place;WebPage;WebSite,Preserve 1:1
post,https://hometownpaintingokc.com/why-are-painters-prices-different/,/why-are-painters-prices-different/,/why-are-painters-prices-different/,keep,Why Are Different Painters' Prices So Different? | Guide,You may have gotten vastly different quotes to paint the same project. Why are the prices so different? Learn about how a painting company charges for its work.,Why are different painters’ prices so different?,882,BlogPosting;HousePainter;ImageObject;Organization;Person;Place;WebPage;WebSite,Preserve 1:1
post,https://hometownpaintingokc.com/why-exterior-paint-fades-peels-cracks-oklahoma/,/why-exterior-paint-fades-peels-cracks-oklahoma/,/why-exterior-paint-fades-peels-cracks-oklahoma/,keep,"Why Exterior Paint Fades, Peels & Cracks In Oklahoma","Learn why exterior paint fades, peels, and cracks in Oklahoma’s heat, sun, wind, and storms. Understand the causes so your next repaint lasts longer.","Why Exterior Paint Fades, Peels, and Cracks in Oklahoma",1096,BlogPosting;HousePainter;ImageObject;Organization;Person;Place;WebPage;WebSite,Preserve 1:1
